,sequence,session_id,speaker,content,Human,AI,Utterance ID
35848,19727,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,The negative times the negative here gives me a positive 7X and then I have to rewrite this to look like that,,,139
35849,19728,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,In other words to get this to look like that Ive got to factor out the negative sign,,,140
35850,19729,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,That becomes positive inside that becomes negative so theres my F of X I actually do have when I plug in a negative X I have the negative F of X,,,141
35851,19730,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,We determined them that its an odd function and going back to this an odd function we could say is symmetrical about the origin,,,142
35852,19731,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Again this is something that can help us in understanding what the graph should look like,,,143
35853,19732,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,If I do this type of test I know it should be symmetrical about the origin,,,144
35854,19733,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Thats the value of this,,,145
35855,19734,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Then we look at the next one,,,146
35856,19735,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Again Im just going to take this,,,147
35857,19736,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,My first step is rewriting this with parentheses every time I see an X and I plug in the negative X,,,148
35858,19737,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Now if I multiply negative X four times it ends up being positive and the negative X twice thats going to be positive,,,149
35859,19738,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Then I have the 1,,,150
35860,19739,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Well look at what I already have,,,151
35861,19740,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,I just ended up right back to my original function,,,152
35862,19741,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Thats the definition of how to test for an even one and that ones going to be symmetrical about the Yaxis,,,153
35863,19742,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Only two types of symmetry that were testing Yaxis and about the origin,,,154
35864,19743,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,S,Why is it called odd or even though,,,155
35865,19744,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,S,Shouldnt it to be a positive or negative function,,,156
35866,19745,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,S,Thats really weird,,,157
35867,19746,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,I know and but in a certain sense thats also what we thought of with odd and even degrees too though is positive and negative,Revoicing,,158
35868,19747,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,S,Yes,,,159
35869,19748,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,This is one where it doesnt work out in either case,,,160
35870,19749,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,I take this I plug in the negative X raise that to the third power,,,161
35871,19750,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,That will be a negative X 32,,,162
35872,19751,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Theres no way I can factor anything out of this guy for it to look like that and so that ones not going to be symmetrical about the Yaxis or about the origin,,,163
35873,19752,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,This idea of odd and even functions there are a couple of problems in the homework of doing this process,,,164
35874,19753,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Just make a mental note example four can walk you through that out of the textbook you need,,,165
35875,19754,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Yes,,,166
35876,19754,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Yes,Keeping Everyone Together,,167
35878,19755,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,S,On average it seems to be the function with odd degrees,,,168
35879,19756,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,S,Well they seem to be tend to be more on the neither side or the odd side at least from what I can tell,,,169
35880,19757,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,S,They seem to have that more capability being,,,170
35881,19758,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Yes because we know that if I plug a negative and its all positive theyre going to be positive,,,171
35882,19759,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Yes youre recognizing some of the patterns that go along with that,,,172
35883,19760,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,I dont really want to take time in class to practice this,,,173
35884,19761,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Im sorry,,,174
35885,19762,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Just the time constraints for today,,,175
35886,19763,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,This is less important than what Im about to tell you,,,176
35887,19764,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,All right,,,177
35888,19765,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Any questions before we leave that,Keeping Everyone Together,,178
35889,19766,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Again the homework does have some of that,,,179
35890,19767,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Refer back to that example to walk through that,,,180
35891,19768,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Were actually going to flip over then to 39,,,181
35892,19769,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Page 101 has our essential question and Dante could you read that for me please,Keeping Everyone Together,,182
35893,19770,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,S,How can you find a time on the old model for reallife data,,,183
35894,19771,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Hallway partner whats a polynomial model,Pressing for Accuracy,Pressing for Accuracy,184
35895,19772,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Tell your window partner,Keeping Everyone Together,Keeping Everyone Together,185
35896,19773,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,All right so Andy what is it,Pressing for Accuracy,Pressing for Accuracy,186
35897,19774,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,S,Something gets modeled with a polynomial,,,187
35898,19775,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,What does it look like when I say well heres my model,Pressing for Accuracy,Pressing for Accuracy,188
35899,19776,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,What am I handing you,Pressing for Accuracy,Pressing for Accuracy,189
35900,19777,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,S,A graph,,,190
35901,19778,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,I could be a graph or,Pressing for Accuracy,Revoicing,191
35902,19779,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,S,A table,,,192
35903,19780,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,A table or,Pressing for Accuracy,Revoicing,193
35904,19781,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,S,A chart,,,194
35905,19782,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,An equation,,,195
35906,19783,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Yes for the most part what were talking about here is actually having an equation,,,196
35907,19784,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,How can we take reallife data and create equations out of it and what were going to focus on Oh this is kind of cool so just real briefly do you remember when we found the differences in math too,Keeping Everyone Together,Pressing for Reasoning,197
35908,19785,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,We were like as X goes up by a specific amount every time and then we start to subtract make the differences between each of the Yvalues and it told us various things about the model that we were working with,,,198
35909,19786,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,It turns out that if the differences I think if you do it twice its a quadratic if it works out with the third differences are the same I forget exactly but you can go back in and lookup,,,199
35910,19787,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Its interesting,,,200
35911,19788,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Were not going to go there,,,201
35912,19789,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Youre not responsible for doing this but it is an interesting pattern to see,,,202
35913,19790,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,I know Christian you like to look at patterns,,,203
35914,19791,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,S,I do indeed,,,204
35915,19792,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,This is the only place were going to camp and 39 is on this first example,,,205
35916,19793,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Weve done this type of thing with quadratics before,,,206
35917,19794,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,This is a familiar skill,,,207
35918,19795,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,We just need to apply it for cubing,,,208
35919,19796,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,What happens here is youre going to be given a graph or maybe a list of points,,,209
35920,19797,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,It could be either graph or list of points and asked to come up with the equation for that,,,210
35921,19798,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Now be careful on the test if youre asked to do that,,,211
35922,19799,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Pay attention to your prompt as to whether or not you have to leave your final answer in a certain form,,,212
35923,19800,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,If it doesnt say this would be fine,,,213
35924,19801,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,It might say standard form in which case then you actually have to multiply all that out,,,214
35925,19802,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Refresh your memory on how to multiply that out,,Pressing for Accuracy,215
35926,19803,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Step one were going to use our Xintercepts of 4 to create the factor X4,,,216
35927,19804,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,S,How,,,217
35928,19805,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Xintercept of 1 X1 intercept of 3 X3,,,218
35929,19806,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,What is this for this A value,Pressing for Accuracy,Pressing for Accuracy,219
35930,19807,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Window partner,Keeping Everyone Together,,220
35931,19808,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Explain what that A is all about,Pressing for Accuracy,Pressing for Reasoning,221
35932,19809,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Window partner go,Keeping Everyone Together,,222
35933,19810,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Slow,,,223
35934,19811,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Does my red polynomial have the same Xintercept,Keeping Everyone Together,Pressing for Accuracy,224
35935,19812,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,S,Would that be imaginary,,,225
35936,19813,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Or what if it looked like that,Pressing for Accuracy,,226
35937,19814,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Would that have the same Xintercepts,Keeping Everyone Together,Pressing for Accuracy,227
35938,19815,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,S,Yes,,,228
35939,19816,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,S,Yes but its a much  function,,,229
35940,19817,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,What makes the difference,Pressing for Accuracy,Pressing for Reasoning,230
35941,19818,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,S,The A,,,231
35942,19819,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,The A right,Keeping Everyone Together,Revoicing,232
35943,19820,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Thats why we have to know how are these Xintercepts in a sense being modified to come up with that specific graph,,,233
35944,19821,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Yes,,,234
35945,19821,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Yes,Keeping Everyone Together,,235
35947,19822,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,S,When you multiply into standard form do you multiply the set of intercepts by themselves in that A value or do you distribute it or,,,236
35948,19823,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,If I asked you to do that tell me how to do it,Pressing for Accuracy,Pressing for Reasoning,237
35949,19824,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,S,Just go across then okay,,,238
35950,19825,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,You pick two and multiply them,,Revoicing,239
35951,19826,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Ill just pick those two and multiply and I get an answer,,,240
35952,19827,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Then I multiply by the next guy,,,241
35953,19828,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Whats the answer to this going to be or do I do 2x3 and get six and 2x4 and get eight and multiply that together to get 48,Keeping Everyone Together,Pressing for Accuracy,242
35954,19829,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,S,Multiply with the 1 2 by the X4 and move that to X times the X1,,,243
35955,19830,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Right,,,244
35956,19831,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,It doesnt matter right because 2x3x4 is the same thing as 3x2x4 so it doesnt matter what order you go in,,,245
35957,19832,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,You might look at a couple of these and what if this was X4 and X4,Pressing for Accuracy,,246
35958,19833,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Well thats the difference of two squares,,,247
35959,19834,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,I can easily combine that,,,248
35960,19835,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,You might look to see which ones make more sense,,,249
35961,19836,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,I wouldnt want to multiply the 1 2 times an odd number probably,,,250
35962,19837,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,S,Okay so just multiply them all basically,,,251
35963,19838,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Yes multiply them all,Revoicing,Revoicing,252
35964,19839,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,We have the setup with this and then we have to find another X Y point to plug in there,,,253
35965,19840,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Well either be given one or I can look on the graph and go you know what that is crossing right there and I can put that point in or Im told the point as an extra point,,,254
35966,19841,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,I cant put in one of the Xintercepts because Ive already accounted for those here,,,255
35967,19842,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,It has to be a different point other than the Xintercepts,,,256
35968,19843,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,We can plug in the X and the Y,,,257
35969,19844,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,Of course if we have the Yintercept really nice we can plug in zero for X makes that calculation a whole lot easier,,,258
35970,19845,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,T,We go down and we end up finding A and then dont forget before youre done that you actually plug that A value in and specify that as your last step,,,259
